epoch,apnea_prob,pred
0,0.0037501375435527846,0
1,0.00884056797749499,0
2,0.026406718432898144,0
3,0.3964581004368445,0
4,0.9293211604709272,1
5,0.001642557122566978,0
6,0.006113649780234753,0
7,0.04374099763261644,0
8,0.01634265564506884,0
9,0.019825047154548157,0
10,0.005016449538003928,0
11,0.009413379372422667,0
12,0.0185864715329131,0
13,0.9965887590543726,1
14,0.9990832587515364,1
15,0.9961041170627799,1
16,0.9997505001792834,1
17,0.9967329540472428,1
18,0.9970630611435016,1
19,0.9977106316766783,1
20,0.9990156809026007,1
21,0.9994691485604418,1
22,0.9981199514714622,1
23,0.9990672515118778,1
24,0.8338866511980874,1
25,0.9992517092705736,1
26,0.999742182827328,1
27,0.9994559942434087,1
28,0.9998959252932044,1
29,0.9992770100680614,1
30,0.9986527552106784,1
31,0.999535770613405,1
32,0.9995052600484984,1
33,0.9985720156684259,1
34,0.9998546730351034,1
35,0.9996532207051365,1
36,0.9990950735439065,1
37,0.9996133704255706,1
38,0.9957383747513505,1
39,0.9998404270756386,1
40,0.9997507948406252,1
41,0.9998712466305644,1
42,0.9998311933732312,1
43,0.9998951386460552,1
44,0.9998717778289731,1
45,0.9999453782707056,1
46,0.9998924897246251,1
47,0.9999058114728064,1
48,0.9999546809166806,1
49,0.9997955252692071,1
50,0.9998828072125321,1
51,0.9997635786476755,1
52,0.9995240325466426,1
53,0.9998457524831795,1
54,0.9993385235989782,1
55,0.9997997801130813,1
56,0.9996795612460756,1
57,0.9998760838741015,1
58,0.9997295719862578,1
59,0.9998180657292687,1
60,0.9998664267976847,1
61,0.9999084442596818,1
62,0.9997954761513427,1
63,0.9998478948817214,1
64,0.9998474969378872,1
65,0.9996455739813193,1
66,0.9997586216512723,1
67,0.9996804725077,1
68,0.9998734455902538,1
69,0.9999367530854181,1
70,0.998897469734642,1
71,0.9999005169422004,1
72,0.9987370080590984,1
73,0.9997636414280507,1
74,0.9996673701708096,1
75,0.9997200552450194,1
76,0.9998589279121666,1
77,0.9974840322894911,1
78,0.9948486356777129,1
79,0.999878260996103,1
80,0.9995631660406408,1
81,0.9993055793687696,1
82,0.9998273147540863,1
83,0.9998519458924704,1
84,0.999827805966239,1
85,0.9951722740831128,1
86,0.9971620302432941,1
87,0.9997127715243728,1
88,0.999817164619634,1
89,0.9989399616174593,1
90,0.9993111860349438,1
91,0.9710244370220439,1
92,0.9998143251216284,1
93,0.999933652571693,1
94,0.9987826120709357,1
95,0.9999070003947007,1
96,0.9999044284136549,1
97,0.9998472724447482,1
98,0.9998845554994948,1
99,0.9998869166152643,1
100,0.9998887831546414,1
101,0.9998937069010844,1
102,0.9999097068488334,1
103,0.9996931946692038,1
104,0.9993431900143191,1
105,0.9996562095803442,1
106,0.9998682052059731,1
107,0.9999098592899608,1
108,0.9998859353904658,1
109,0.9997565425851772,1
110,0.9998760988538526,1
111,0.9997234450378296,1
112,0.9986799498371298,1
113,0.9997567805534161,1
114,0.99988931222376,1
115,0.9998910321172413,1
116,0.9996366894662073,1
117,0.9998021033461991,1
118,0.9998936269670898,1
119,0.9998058324445844,1
120,0.9998357769428947,1
121,0.9998611004180943,1
122,0.9998599320847891,1
123,0.9990167812815813,1
124,0.999597498725464,1
125,0.999907461886885,1
126,0.9963209124423137,1
127,0.9997952142325625,1
128,0.9979175733589148,1
129,0.9996691949748923,1
130,0.9997173447003581,1
131,0.9997327769514811,1
132,0.9996234491759876,1
133,0.9999027324847404,1
134,0.9998569981169454,1
135,0.9997636874851421,1
136,0.9998535897539197,1
137,0.9997249842330473,1
138,0.9998893213540436,1
139,0.9993706493335248,1
140,0.9997496038075573,1
141,0.999820256918626,1
142,0.9842583829570912,1
143,0.9999025175339414,1
144,0.9998843454741334,1
145,0.9999297612306811,1
146,0.9998546121694268,1
147,0.9998385517655649,1
148,0.9988294311560423,1
149,0.9998526983863969,1
150,0.9998681999603548,1
151,0.999233552508111,1
152,0.9995317685472122,1
153,0.9998606118124783,1
154,0.9998679365989218,1
155,0.999835082740109,1
156,0.9998465981804974,1
157,0.9988150143475869,1
158,0.9995532544839505,1
159,0.9875756243714795,1
160,0.999820426152347,1
161,0.9989568241899496,1
162,0.9997590598525926,1
163,0.9995643521638028,1
164,0.9993370419959998,1
165,0.9996192990172479,1
166,0.9997981151565106,1
167,0.9994241760668119,1
168,0.9994892057801178,1
169,0.9992193991415111,1
170,0.9999403717117381,1
171,0.9997446701409085,1
172,0.9999228839494255,1
173,0.9999328938038088,1
174,0.999904036230626,1
175,0.9997990825081298,1
176,0.9998593663900468,1
177,0.999881381626226,1
178,0.9996919262246146,1
179,0.9998616966371995,1
180,0.9997366630480435,1
181,0.9998418158787523,1
182,0.9997786338988642,1
183,0.9996331398477032,1
184,0.9995399747121054,1
185,0.9998868656372338,1
186,0.9998491766341319,1
187,0.9998284885353517,1
188,0.9995760752861835,1
189,0.9996558282207049,1
190,0.9994653516697032,1
191,0.9997328268268015,1
192,0.9999167085466016,1
193,0.9979039596759307,1
194,0.9998016784100804,1
195,0.9999248473247384,1
196,0.9997849492749805,1
197,0.9999186574101874,1
198,0.9998374687877023,1
199,0.9998616671307845,1
200,0.9996792962491979,1
201,0.9980002571062205,1
202,0.9997572734679554,1
203,0.9999278442694184,1
204,0.9979405970396187,1
205,0.9998718129547931,1
206,0.9986562266923489,1
207,0.9999309600701501,1
208,0.9999316632608068,1
209,0.9997273621321802,1
210,0.9995551797574374,1
211,0.9996895133758804,1
212,0.99983115360669,1
213,0.9997660061963703,1
214,0.9995143871140806,1
215,0.9998332154677081,1
216,0.9993496285243991,1
217,0.9994585808815503,1
218,0.9999367212280198,1
219,0.9986749519962602,1
220,0.999858310553643,1
221,0.9998834900993069,1
222,0.999851682829658,1
223,0.99985105986148,1
224,0.9996769959919539,1
225,0.9999559786853093,1
226,0.9922259025140735,1
227,0.033272828463110526,0
228,0.029186226937696194,0
229,0.017031646050350305,0
230,0.9971827976786676,1
231,0.9997293720304052,1
232,0.9991773828340142,1
233,0.9963135662548932,1
234,0.9998079493157093,1
235,0.9887348042966149,1
236,0.9977658135467418,1
237,0.9993170528036133,1
238,0.9998155142136745,1
239,0.9994248557406684,1
240,0.999397212296862,1
241,0.9988347838631947,1
242,0.9989980059860087,1
243,0.9994675550667244,1
244,0.9994749278063608,1
245,0.9987071215262954,1
246,0.998347700332978,1
247,0.9997565647395723,1
248,0.9995051584088087,1
249,0.9995799327414238,1
250,0.9995204119993776,1
251,0.9996823601827547,1
252,0.9985936070437166,1
253,0.998072155666432,1
254,0.9997595282831505,1
255,0.9996065829902632,1
256,0.9996297798609263,1
257,0.9999148196639704,1
258,0.9997378329826413,1
259,0.9997218063532296,1
260,0.9998634528618309,1
